text,label
could you unmute,unmute
now reduce brightness,brightness_down
could you turn up the volume please,volume_up
hey make it quieter for me,volume_down
could you volume down now,volume_down
please increase volume for me,volume_up
tv boost the volume for me,volume_up
could you reduce brightness now,brightness_down
increase brightness,brightness_up
dim the screen,brightness_down
now tell me a joke please,out_of_scope
can you volume up now,volume_up
can you boost the volume,volume_up
can you dim the screen please,brightness_down
hey make it louder for me,volume_up
can you restore sound now,unmute
tv turn off sound,mute
tv lower brightness quickly,brightness_down
can you make it darker now,brightness_down
no sound,mute
tv lower brightness please,brightness_down
can you decrease brightness,brightness_down
please volume down please,volume_down
can you volume down,volume_down
tv play music please,out_of_scope
can you what is the weather for me,out_of_scope
enable audio quickly,unmute
lower the sound now,volume_down
hey decrease brightness quickly,brightness_down
tell me a joke please,out_of_scope
can you turn up the volume now,volume_up
could you disable audio for me,mute
hey can you increase the volume now,volume_up
enable audio please,unmute
can you volume up please,volume_up
now make it brighter quickly,brightness_up
please bring back sound quickly,unmute
hey too dark increase brightness now,brightness_up
now restore sound quickly,unmute
hey raise brightness,brightness_up
please open youtube quickly,out_of_scope
make it darker for me,brightness_down
could you disable audio now,mute
tv no sound now,mute
now decrease volume for me,volume_down
can you who are you now,out_of_scope
unmute,unmute
hey raise brightness quickly,brightness_up
play music quickly,out_of_scope
hey brighten the screen please,brightness_up
can you make it brighter now,brightness_up
could you what time is it,out_of_scope
could you mute,mute
now raise the snd quickly,volume_up
boost the volume,volume_up
hey silence the tv,mute
could you reduce brightnes,brightness_down
now reduce volume please,volume_down
please brighten the screen now,brightness_up
hey enable audio please,unmute
now what is the weather quickly,out_of_scope
could you make it quieter please,volume_down
could you tell me a joke now,out_of_scope
reduce brightness for me,brightness_down
hey restore sound,unmute
hey no sound please,mute
can you open youtube please,out_of_scope
can you mute now,mute
reduce brightness quickly,brightness_down
now disable audio for me,mute
now lower the sound,volume_down
now too dark increase brightness quickly,brightness_up
hey decrease brightness,brightness_down
could you open netflix,out_of_scope
please raise brighness for me,brightness_up
please raise brightness quickly,brightness_up
can you lower brightness,brightness_down
please boost the volume please,volume_up
could you raise brightness for me,brightness_up
please restore sound quickly,unmute
disable audio please,mute
could you volume down,volume_down
make it brighter,brightness_up
now boost the volume,volume_up
can you make it louder,volume_up
can you disable audio now,mute
hey increase brightness please,brightness_up
hey reduce volume please,volume_down
now open netflix for me,out_of_scope
please reduce brightness please,brightness_down
now boost the volume quickly,volume_up
now turn up the volume,volume_up
could you make it quieter,volume_down
now increase brightness for me,brightness_up
hey raise brightness quickly,brightness_up
brighten the screen now,brightness_up
can you no sound for me,mute
please enable audio,unmute
can you volume up please,volume_up
could you dim the screen,brightness_down
turn up the volume now,volume_up
tv turn down the volume for me,volume_down
could you increase brightness quickly,brightness_up
tv increase brightness,brightness_up
tv decrease brightness quickly,brightness_down
tv increase brightness please,brightness_up
please make the sound louder quickly,volume_up
can you boost the volume quickly,volume_up
make it brighter,brightness_up
turn sound on,unmute
please dim the screen now,brightness_down
please too dark increase brightness quickly,brightness_up
turn down the volume now,volume_down
please increase volume now,volume_up
can you make the sound louder,volume_up
could you open youtube now,out_of_scope
what time is it now,out_of_scope
hey open netflix now,out_of_scope
please lower the snd quickly,volume_down
can you open netflix,out_of_scope
now set an alarm quickly,out_of_scope
lower brightness for me,brightness_down
please disable audio quickly,mute
hey set an alarm please,out_of_scope
please make it darker please,brightness_down
can you lower brightness,brightness_down
now turn down the volume please,volume_down
could you unmute,unmute
dim the screen quickly,brightness_down
tv who are you quickly,out_of_scope
please play music now,out_of_scope
tv mute now,mute
brighten the screen now,brightness_up
now no sound,mute
make it brighter quickly,brightness_up
tv restore sound,unmute
could you volume up now,volume_up
turn sound on,unmute
hey silence the tv please,mute
could you disable audio quickly,mute
could you can you increase the volume,volume_up
now set an alarm,out_of_scope
hey mute the sound quickly,mute
now unmute,unmute
restore sound quickly,unmute
restore sound quickly,unmute
now turn up the volume for me,volume_up
too dark increase brightness now,brightness_up
tv turn off sound now,mute
raise brightness now,brightness_up
now restore sound quickly,unmute
please unmute for me,unmute
can you too dark increase brightness please,brightness_up
please can you increase the volume now,volume_up
could you silence the tv now,mute
can you turn up the volume quickly,volume_up
hey open youtube,out_of_scope
tv what is the weather,out_of_scope
tv mute the sound,mute
now turn up the volume please,volume_up
please open netflix quickly,out_of_scope
please raise the sound quickly,volume_up
can you open youtube,out_of_scope
please tell me a joke,out_of_scope
hey increase brightness for me,brightness_up
can you mute please,mute
can you dim the screen,brightness_down
tv enable audio quickly,unmute
make it louder now,volume_up
please brighten the screen,brightness_up
could you lower brightness now,brightness_down
hey too dark increase brightness now,brightness_up
turn off sound now,mute
can you reduce volume now,volume_down
could you bring back sound please,unmute
could you make it brighter quickly,brightness_up
hey play music now,out_of_scope
please reduce brightness,brightness_down
can you volume down now,volume_down
now play music,out_of_scope
hey volume up,volume_up
hey lower the sound please,volume_down
restore sound,unmute
could you make it quieter,volume_down
reduce brightness please,brightness_down
now lower brighness quickly,brightness_down
could you decrease volume please,volume_down
now volume up please,volume_up
could you brighten the screen quickly,brightness_up
hey open youtube quickly,out_of_scope
could you turn up the volume for me,volume_up
can you turn sound on now,unmute
now turn sound on quickly,unmute
make it darker now,brightness_down
hey raise brightness for me,brightness_up
hey volume up for me,volume_up
now turn down the volume now,volume_down
mute the sound for me,mute
could you what time is it now,out_of_scope
could you make the sound louder now,volume_up
now volume down quickly,volume_down
could you silence the tv for me,mute
hey no sound quickly,mute
tv raise the sound,volume_up
turn up the volme please,volume_up
tv unmute now,unmute
tv increase brightness quickly,brightness_up
could you open youtube for me,out_of_scope
tv brighten the screen,brightness_up
can you enable audio please,unmute
hey turn sound on please,unmute
now turn up the volume now,volume_up
please lower the snd for me,volume_down
decrease volume now,volume_down
please volume up for me,volume_up
could you mute the sound please,mute
now too dark increase brighness quickly,brightness_up
could you enable audio,unmute
dim the screen now,brightness_down
can you turn down the volume quickly,volume_down
reduce volume,volume_down
can you restore sound for me,unmute
tv turn sound on,unmute
tv boost the volume please,volume_up
now increase brightness please,brightness_up
tell me a joke for me,out_of_scope
please increase brightness now,brightness_up
can you dim the screen for me,brightness_down
raise brightness for me,brightness_up
could you make it brighter now,brightness_up
could you disable audio now,mute
now enable audio please,unmute
tv raise the sound for me,volume_up
tv brighten the screen,brightness_up
hey make the sound louder,volume_up
hey make the sound louder now,volume_up
please what is the weather please,out_of_scope
can you i can't hear anything,volume_up
can you increase volume now,volume_up
could you make it darker,brightness_down
tv volume down quickly,volume_down
can you bring back sound,unmute
can you silence the tv,mute
reduce volume quickly,volume_down
volume up quickly,volume_up
could you decrease brightness please,brightness_down
now set an alarm now,out_of_scope
tv bring back sound for me,unmute
volume down,volume_down
can you can you increase the volume,volume_up
hey i can't hear anything for me,volume_up
tv increase brightness,brightness_up
could you bring back sound,unmute
now raise the sound quickly,volume_up
decrease volume quickly,volume_down
now no sound for me,mute
tv play music,out_of_scope
hey i can't hear anything now,volume_up
now bring back sound,unmute
turn down the volum quickly,volume_down
hey turn sound on for me,unmute
could you what time is it for me,out_of_scope
please volume down please,volume_down
tv what is the weather now,out_of_scope
now enable audio quickly,unmute
can you no sound,mute
lower the sound please,volume_down
lower the sound,volume_down
please make it quieter,volume_down
can you turn off sound for me,mute
please reduce volume quickly,volume_down
could you increase brightness quickly,brightness_up
could you lower brightness,brightness_down
tv make it quieter quickly,volume_down
hey make it brighter for me,brightness_up
please play music quickly,out_of_scope
no sound for me,mute
tv raise brightnes for me,brightness_up
now raise the sound please,volume_up
could you bring back sound please,unmute
now turn up the volume now,volume_up
could you mute the sound please,mute
could you what time is it,out_of_scope
please make it brighter,brightness_up
tv make the sound louder,volume_up
bring back sound quickly,unmute
brighten the screen please,brightness_up
can you reduce brightness quickly,brightness_down
hey lower the sound please,volume_down
could you enable audio for me,unmute
please raise the sound,volume_up
who are you quickly,out_of_scope
i can't hear anything quickly,volume_up
tv can you increase the volume now,volume_up
boost the volume please,volume_up
please brighten the screen,brightness_up
disable audio please,mute
please unmute for me,unmute
hey who are you quickly,out_of_scope
could you dim the screen for me,brightness_down
could you decrease volume quickly,volume_down
reduce volme now,volume_down
could you make the sound louder for me,volume_up
who are you quickly,out_of_scope
now enable audio for me,unmute
please make it darker please,brightness_down
could you make the sound louder quickly,volume_up
now lower the sound,volume_down
can you bring back snd quickly,unmute
play music for me,out_of_scope
could you play music please,out_of_scope
could you lower brightness for me,brightness_down
hey lower brightness please,brightness_down
please reduce brightness please,brightness_down
now decrease volume quickly,volume_down
could you reduce brightness,brightness_down
can you make the snd louder please,volume_up
tv boost the volume for me,volume_up
could you turn sound on quickly,unmute
now raise brightness,brightness_up
tv lower brightness now,brightness_down
hey dim the screen now,brightness_down
tv make it quieter,volume_down
please dim the screen now,brightness_down
please unmute for me,unmute
now make it brighter quickly,brightness_up
tv who are you,out_of_scope
disable audio quickly,mute
tv silence the tv,mute
tv lower the sound please,volume_down
can you restore sound now,unmute
now unmute now,unmute
can you what time is it quickly,out_of_scope
tv dim the screen please,brightness_down
please open youtube quickly,out_of_scope
hey boost the volume please,volume_up
tv dim the screen,brightness_down
hey enable audio,unmute
tv decrease brightness for me,brightness_down
could you reduce brighness now,brightness_down
tv bring back sound,unmute
could you turn snd on quickly,unmute
can you mute the sound quickly,mute
make it quieter for me,volume_down
could you turn sound on for me,unmute
now i can't hear anything now,volume_up
now mute please,mute
could you disable audio,mute
decrease volum please,volume_down
can you bring back sound now,unmute
please dim the screen,brightness_down
can you volume up now,volume_up
please turn down the volume for me,volume_down
please turn off sound for me,mute
hey silence the tv,mute
tv what is the weather now,out_of_scope
can you make the sound louder for me,volume_up
hey enable audio for me,unmute
can you bring back sound for me,unmute
hey silence the tv now,mute
tv brighten the screen now,brightness_up
tv turn up the volume please,volume_up
enable audio for me,unmute
tv turn down the volume now,volume_down
can you lower brightness,brightness_down
please restore sound now,unmute
can you decrease brightness for me,brightness_down
please increase brightness for me,brightness_up
could you volum up for me,volume_up
tv reduce brightnes quickly,brightness_down
silence the tv please,mute
now open youtube please,out_of_scope
tv what is the weather,out_of_scope
volume down for me,volume_down
tv enable audio quickly,unmute
could you increase volume,volume_up
could you make it darker now,brightness_down
tv play music,out_of_scope
hey mute now,mute
mute the sound for me,mute
can you what time is it,out_of_scope
could you enable audio now,unmute
hey mute the sound please,mute
now make the sound louder quickly,volume_up
tv boost the volume now,volume_up
can you dim the screen quickly,brightness_down
can you turn sound on please,unmute
please lower brightness quickly,brightness_down
please raise brightness for me,brightness_up
can you make it darker quickly,brightness_down
silence the tv please,mute
could you brighten the screen quickly,brightness_up
can you raise brightness quickly,brightness_up
can you make it louder now,volume_up
tv brighten the screen,brightness_up
lower the sound please,volume_down
could you who are you please,out_of_scope
please enable audio please,unmute
could you who are you,out_of_scope
now decrease brightness now,brightness_down
tv reduce brightness,brightness_down
tv increase brightness for me,brightness_up
please disable audio for me,mute
tv boost the volume,volume_up
now volume up for me,volume_up
now mute the sound,mute
hey volume down please,volume_down
can you what is the weather,out_of_scope
hey make it quieter,volume_down
tv make it brighter quickly,brightness_up
tv unmute please,unmute
tv what time is it for me,out_of_scope
hey raise brightnes quickly,brightness_up
please reduce volume for me,volume_down
tv restore sound,unmute
please turn off snd quickly,mute
could you i can't hear anything please,volume_up
enable audio quickly,unmute
tv brighten the screen quickly,brightness_up
could you make it brighter,brightness_up
now turn off sound,mute
please can you increase the volume please,volume_up
hey no sound quickly,mute
can you dim the screen,brightness_down
can you mute the sound,mute
can you make it brighter now,brightness_up
please open netflix please,out_of_scope
could you decrease brightness please,brightness_down
please bring back sound quickly,unmute
now turn sound on,unmute
please play music please,out_of_scope
dim the screen for me,brightness_down
could you lower brightness please,brightness_down
can you lower brightness please,brightness_down
could you raise brightness quickly,brightness_up
please unmute please,unmute
dim the screen for me,brightness_down
could you unmute please,unmute
could you reduce volume please,volume_down
make it quieter please,volume_down
please lower brightness for me,brightness_down
now who are you for me,out_of_scope
hey lower brightness for me,brightness_down
tv raise the sound for me,volume_up
could you raise brightness quickly,brightness_up
hey lower the sound,volume_down
now make it louder for me,volume_up
please what is the weather quickly,out_of_scope
disable audio for me,mute
can you bring back sound quickly,unmute
hey open youtube now,out_of_scope
hey open youtube now,out_of_scope
reduce volume quickly,volume_down
tv increase brightness,brightness_up
now tell me a joke,out_of_scope
can you mute please,mute
now decrease brightness now,brightness_down
tv make it brighter,brightness_up
hey make it brighter,brightness_up
raise the sound,volume_up
play music please,out_of_scope
hey make it quieter for me,volume_down
can you make it louder,volume_up
can you what is the weather for me,out_of_scope
volume down for me,volume_down
please what is the weather,out_of_scope
please unmute for me,unmute
reduce brightness,brightness_down
hey can you increase the volume now,volume_up
hey too dark increase brightness for me,brightness_up
tv decrease volume quickly,volume_down
please i can't hear anything quickly,volume_up
reduce volume now,volume_down
now make it louder quickly,volume_up
now reduce volume,volume_down
now make the sound louder quickly,volume_up
please make it quieter now,volume_down
now reduce brightness quickly,brightness_down
could you bring back sound,unmute
please play music please,out_of_scope
now unmute quickly,unmute
boost the volume,volume_up
please no snd now,mute
tv too dark increase brightness please,brightness_up
now mute,mute
please make it quieter now,volume_down
please unmute for me,unmute
hey bring back sound please,unmute
hey who are you please,out_of_scope
now who are you,out_of_scope
lower brightness for me,brightness_down
tv mute quickly,mute
could you raise brightness please,brightness_up
can you can you increase the volume for me,volume_up
please silence the tv please,mute
tv decrease brightness quickly,brightness_down
enable audio for me,unmute
i can't hear anything please,volume_up
decrease brightness,brightness_down
could you bring back sound,unmute
could you too dark increase brightness now,brightness_up
please bring back sound please,unmute
please unmute for me,unmute
can you brighten the screen now,brightness_up
tv make it darker,brightness_down
could you make it louder please,volume_up
now no sound,mute
could you enable audio,unmute
tv brighten the screen for me,brightness_up
can you dim the screen quickly,brightness_down
could you what is the weather,out_of_scope
can you make it darker now,brightness_down
could you i can't hear anything now,volume_up
reduce volume for me,volume_down
increase volume quickly,volume_up
please make it darker for me,brightness_down
could you make it brighter quickly,brightness_up
hey disable audio now,mute
now decrease brightness now,brightness_down
tv enable audio,unmute
now boost the volume for me,volume_up
could you turn off sound quickly,mute
now no sound,mute
tv mute quickly,mute
hey dim the screen quickly,brightness_down
hey brighten the screen,brightness_up
tv dim the screen quickly,brightness_down
tv turn down the volume please,volume_down
could you bring back sound now,unmute
can you turn down the volume,volume_down
now volume up now,volume_up
now make it quieter for me,volume_down
tv make it darker please,brightness_down
tv raise brightness please,brightness_up
now bring back sound now,unmute
can you make it brighter quickly,brightness_up
enable audio for me,unmute
could you lower the sound quickly,volume_down
now turn off sound,mute
turn sound on please,unmute
tv disable audio quickly,mute
could you reduce volume please,volume_down
now no sound now,mute
please raise the sound quickly,volume_up
hey raise the sound please,volume_up
hey silence the tv for me,mute
hey reduce volume for me,volume_down
now unmute,unmute
tv turn down the volume please,volume_down
please increase brightness,brightness_up
can you make the sound louder,volume_up
can you can you increase the volume quickly,volume_up
hey decrease volume please,volume_down
could you open netflix please,out_of_scope
could you i can't hear anything please,volume_up
tv reduce volum quickly,volume_down
tv open netflix now,out_of_scope
hey make it quieter now,volume_down
hey who are you now,out_of_scope
hey brighten the screen quickly,brightness_up
please can you increase the volume please,volume_up
now decrease brightness for me,brightness_down
hey i can't hear anything please,volume_up
hey decrease brightness now,brightness_down
now raise brightness now,brightness_up
hey turn down the volume please,volume_down
please reduce volume,volume_down
hey volume down,volume_down
please dim the screen for me,brightness_down
can you no sound quickly,mute
now volume down,volume_down
decrease volume for me,volume_down
tv tell me a joke now,out_of_scope
now increase brightness,brightness_up
now make the sound louder,volume_up
can you turn off sound for me,mute
tv reduce volume,volume_down
hey increase volume for me,volume_up
please make it quieter for me,volume_down
please increase brightness quickly,brightness_up
tv what time is it now,out_of_scope
now what time is it quickly,out_of_scope
tv bring back sound quickly,unmute
tv open netflix,out_of_scope
please reduce brightness quickly,brightness_down
now bring back sound quickly,unmute
can you restore sound,unmute
hey set an alarm quickly,out_of_scope
hey brighten the screen,brightness_up
could you turn snd on,unmute
volume down please,volume_down
now play music for me,out_of_scope
tv tell me a joke for me,out_of_scope
can you make it louder please,volume_up
could you reduce volume now,volume_down
hey mute for me,mute
can you make it brighter please,brightness_up
tv enable audio please,unmute
could you reduce brightness for me,brightness_down
please turn up the volume please,volume_up
could you set an alarm quickly,out_of_scope
hey unmute now,unmute
could you turn up the volum for me,volume_up
now raise brightness,brightness_up
please dim the screen for me,brightness_down
please disable audio,mute
volum down quickly,volume_down
i can't hear anything for me,volume_up
now reduce brightness,brightness_down
can you turn sound on please,unmute
hey restore sound please,unmute
tv unmute,unmute
hey boost the volume for me,volume_up
can you unmute,unmute
hey volume down please,volume_down
tv volume down,volume_down
now disable audio now,mute
enable audio please,unmute
tv disable audio,mute
tv restore sound please,unmute
tv boost the volume now,volume_up
can you silence the tv now,mute
brighten the screen,brightness_up
please lower brightness quickly,brightness_down
tv increase brightness quickly,brightness_up
now make it quieter,volume_down
please mute please,mute
hey lower the sound now,volume_down
unmute,unmute
can you enable audio,unmute
now decrease brightness,brightness_down
now unmute now,unmute
please unmute quickly,unmute
now decrease brightness,brightness_down
now lower brightness now,brightness_down
could you reduce brightness,brightness_down
hey turn up the volume now,volume_up
could you increase volme,volume_up
now turn off sound quickly,mute
make it brighter for me,brightness_up
could you turn off sound quickly,mute
tv decrease brighness,brightness_down
can you raise the sound for me,volume_up
set an alarm now,out_of_scope
now play music for me,out_of_scope
could you mute for me,mute
please enable audio for me,unmute
could you too dark increase brightness now,brightness_up
can you mute the sound for me,mute
can you disable audio quickly,mute
i can't hear anything quickly,volume_up
make it darker please,brightness_down
now increase brightness please,brightness_up
tv enable audio please,unmute
hey unmute quickly,unmute
tv too dark increase brightness now,brightness_up
decrease brightness,brightness_down
please open youtube for me,out_of_scope
now what time is it quickly,out_of_scope
hey decrease volume please,volume_down
could you silence the tv,mute
could you volume up please,volume_up
can you make it darker quickly,brightness_down
could you make it darker now,brightness_down
lower the sound,volume_down
please make it darker please,brightness_down
hey silence the tv for me,mute
hey what time is it for me,out_of_scope
boost the volume,volume_up
decrease brightness for me,brightness_down
can you decrease brighness quickly,brightness_down
now brighten the screen for me,brightness_up
can you increase volume please,volume_up
could you raise brightness for me,brightness_up
could you dim the screen quickly,brightness_down
tv increase volume please,volume_up
tv reduce volme please,volume_down
can you enable audio for me,unmute
please open netflix please,out_of_scope
can you reduce brightness for me,brightness_down
tv bring back snd please,unmute
please raise the sound now,volume_up
please play music,out_of_scope
now open netflix for me,out_of_scope
could you open netflix for me,out_of_scope
can you make it brighter now,brightness_up
tv make it louder,volume_up
restore sound for me,unmute
now decrease brightness,brightness_down
could you increase brightness please,brightness_up
hey mute the sound quickly,mute
please make it quieter now,volume_down
can you what is the weather please,out_of_scope
hey raise the sound now,volume_up
tv open netflix for me,out_of_scope
hey what time is it now,out_of_scope
now raise brightness now,brightness_up
tv turn sound on please,unmute
disable audio quickly,mute
tv make it darker quickly,brightness_down
please volume up for me,volume_up
please decrease brightness now,brightness_down
can you boost the volume now,volume_up
reduce brighness,brightness_down
bring back snd,unmute
please volume down,volume_down
could you turn off sound now,mute
make it quieter,volume_down
please what time is it now,out_of_scope
could you unmute now,unmute
hey decrease brightness,brightness_down
hey volume down for me,volume_down
hey what time is it now,out_of_scope
make it louder,volume_up
please bring back sound for me,unmute
unmute please,unmute
please enable audio,unmute
hey volume down quickly,volume_down
please turn up the volume quickly,volume_up
can you enable audio for me,unmute
can you raise the sound please,volume_up
please what time is it please,out_of_scope
please disable audio for me,mute
tv make the sound louder,volume_up
can you lower brightness,brightness_down
could you open youtube now,out_of_scope
could you disable audio please,mute
turn up the volume,volume_up
can you raise the volume,volume_up
volume up please,volume_up
it's too quiet,volume_up
i can barely hear it,volume_up
boost the sound a bit,volume_up
raise it a little,volume_up
make it louder please,volume_up
increase the volume more,volume_up
sound is too low,volume_up
bring the volume up,volume_up
pump up the sound,volume_up
add more sound,volume_up
can you make it louder,volume_up
raise the sound level,volume_up
turn it up a bit,volume_up
volume is very low,volume_up
increase it please,volume_up
make the audio louder,volume_up
up the volume,volume_up
give me more sound,volume_up
enhance the volume,volume_up
the sound is weak,volume_up
turn the sound higher,volume_up
i want it louder,volume_up
turn down the volume,volume_down
lower the sound,volume_down
make it quieter,volume_down
it's too loud,volume_down
this is very loud,volume_down
sound is too high,volume_down
sound is too high decrese it please,volume_down
the sound is very high lower please,volume_down
too noisy reduce it,volume_down
this is hurting my ears,volume_down
sound is annoying lower it,volume_down
bring the sound down,volume_down
make sound softer,volume_down
reduce the loudness,volume_down
calm the volume,volume_down
this is too much noise,volume_down
sound is too strong,volume_down
less volume please,volume_down
turn the sound lower,volume_down
turn off the sound,mute
no sound please,mute
silence it,mute
shut up the tv,mute
stop the sound,mute
cut the sound,mute
turn audio off,mute
make it quiet completely,mute
kill the sound,mute
stop all sound,mute
turn off audio now,mute
no more sound,mute
silence please,mute
remove the sound,mute
sound off,mute
i don't want any sound,mute
make it without sound,mute
turn sound off now,mute
unmute the sound,unmute
turn on the sound,unmute
enable audio,unmute
bring the sound back,unmute
i want sound back,unmute
sound on please,unmute
turn audio on,unmute
enable the volume,unmute
start the sound again,unmute
resume audio,unmute
play sound,unmute
activate sound,unmute
undo mute,unmute
turn the sound back on,unmute
switch sound on,unmute
bring audio back,unmute
unmute now,unmute
enable sound please,unmute
restore the audio,unmute
sound is off turn it on,unmute
can you unmute,unmute
put sound back,unmute
there is no sound,unmute
make the screen brighter,brightness_up
brighten the display,brightness_up
it's too dark,brightness_up
i can't see clearly,brightness_up
increase the light,brightness_up
make it brighter,brightness_up
raise brightness level,brightness_up
boost the brightness,brightness_up
turn brightness up,brightness_up
screen is too dim,brightness_up
add more light,brightness_up
increase display brightness,brightness_up
make screen clearer,brightness_up
brighten it please,brightness_up
raise the screen light,brightness_up
too dark increase it,brightness_up
improve brightness,brightness_up
enhance screen light,brightness_up
turn it brighter,brightness_up
screen is dark,brightness_up
increase brightness please,brightness_up
light it up,brightness_up
make it more visible,brightness_up
bring brightness up,brightness_up
adjust brightness higher,brightness_up
decrease brightness,brightness_down
lower the brightness,brightness_down
make the screen dimmer,brightness_down
reduce brightness,brightness_down
brightness down please,brightness_down
this is very bright,brightness_down
lower the light,brightness_down
dim the screen,brightness_down
reduce the light,brightness_down
turn brightness down,brightness_down
screen is too bright,brightness_down
make it darker,brightness_down
too much light reduce it,brightness_down
reduce brightness level,brightness_down
darken the display,brightness_down
bring brightness down,brightness_down
tone down the brightness,brightness_down
lower screen light,brightness_down
adjust brightness lower,brightness_down
could you open youtube,out_of_scope
play a movie for me,out_of_scope
what time is it,out_of_scope
search for news,out_of_scope
open netflix for me,out_of_scope
what's the weather today,out_of_scope
tell me a joke,out_of_scope
who are you,out_of_scope
play music app,out_of_scope
pause the video,out_of_scope
i want to subtitle work,out_of_scope
go to settings,out_of_scope
restart the tv,out_of_scope
turn off the tv,out_of_scope
what is AI,out_of_scope
open browser and search for movies,out_of_scope
search for cats,out_of_scope
play football match,out_of_scope
next channel,out_of_scope
previous channel,out_of_scope
install apps,out_of_scope
check internet,out_of_scope
please connect wifi faster,out_of_scope
what day is today,out_of_scope
translate into english,out_of_scope
open subtitle,out_of_scope
open camera,out_of_scope
record video,out_of_scope
show my files,out_of_scope
